root/default.prop	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
root/init	2079416	e72ed4e90d73b88be341985ebd624725b67d67967d04157317456233e15f31fd
root/init.environ.rc	1166	6b90eadb87c24c1f32a317fac13f98f12252c2110767d2bdf1da430fa735268e
root/init.rc	688	9b396634fc0825d51dcfa9b090abc71a77cfb3bdd322b7b8d1accdfcb5fd2010
root/init.zygote32.rc	511	2c49f23834f32566e16e4686b0151a9d60bc1db3a9fb3af0b12560eb6b75a909
root/init.zygote64_32.rc	875	93c8ecbdf792990fde0c839e03f816d552c18fc7f2c70561db2d1895bc4983c8
system/bin/app_process64	68960	c075e6bbef31b2ae03ef6336b8d605c6f430e49bf25444c44aea0563647ec01e
system/bin/linker64	1741640	124745b0cac2fa1511cd903a3982108109d8c8f38e77c63df3e97b026e6ee21b
system/build.prop	3633	2e4fdbf87a02881c07d2a7eed246d3eb3315eb56b4de4613817976311e6db13e
system/etc/bpf/bpf_kern.o	6856	a9fa9487b3397b1d19fa122dbbb3ae4023aeef268b3722f80599003a6e29131f
system/etc/init/amazon_crash_reporter.rc	2061	9d11b4f8ac3cbafbeaccec94248dc9842d94a49ae82def2eb73da36c0213adc4
system/etc/init/amazon_logd_old.rc	685	a4b4bcd63c69cb939dd521dfee5bda6c7d72bf3da35397cf12306a43e43ce1c5
system/etc/init/amazond.rc	601	2c30893f74ec44eb524e2b0d0ed56acea0f0264b7b3b724878564387872e5826
system/etc/init/android.hidl.allocator@1.0-service.rc	117	a56e76ce0cb3933dcda463c7b401aee5bf15c78d16279edc98db7bda23bf4ec9
system/etc/init/atrace.rc	7940	37e88871bfb5cc720a144c1c63757312f52e73494615e475ea2d238ed31c5895
system/etc/init/audioserver.rc	635	704ec7c285dd7281dcfded9b281a82755efe028c98110cad140a54b004b9bfff
system/etc/init/autotrace.rc	249	a18563f73b10d7954c18db3551aa14d4989988cf39b6281b2f0f908b06239efa
