USER           PID  PPID NAME                        ARGS                       
root           180     2 [cpu_core_wq]               [cpu_core_wq]
root           181     2 [dram_vcore_wq]             [dram_vcore_wq]
root           182     2 [sys_timer_wq]              [sys_timer_wq]
root           183     2 [mtk_io_boost]              [mtk_io_boost]
root           184     2 [spi32766]                  [spi32766]
root           185     2 [spi32765]                  [spi32765]
root           186     2 [spi32764]                  [spi32764]
root           187     2 [spi32763]                  [spi32763]
root           188     2 [spi32762]                  [spi32762]
root           189     2 [spi32761]                  [spi32761]
root           190     2 [uether]                    [uether]
root           191     2 [uether_rx1]                [uether_rx1]
root           192     2 [workqueue]                 [workqueue]
root           193     2 [irq/24-hall_sen]           [irq/24-hall_sen]
root           194     2 [irq/29-mt6370_p]           [irq/29-mt6370_p]
root           195     2 [tcpc_timer_type]           [tcpc_timer_type]
root           196     2 [type_c_port0]              [type_c_port0]
root           197     2 [gauge_coulomb_t]           [gauge_coulomb_t]
root           198     2 [battery_thread]            [battery_thread]
root           199     2 [power_misc_thre]           [power_misc_thre]
root           200     2 [gauge_timer_thr]           [gauge_timer_thr]
root           201     2 [dm_bufio_cache]            [dm_bufio_cache]
root           202     2 [binder]                    [binder]
root           204     2 [kworker/7:2]               [kworker/7:2]
root           207     2 [ipv6_addrconf]             [ipv6_addrconf]
root           216     2 [deferwq]                   [deferwq]
root           217     2 [ipi_cpu_dvfs_rt]           [ipi_cpu_dvfs_rt]
root           218     2 [EEM_CTRL_2L]               [EEM_CTRL_2L]
root           219     2 [EEM_CTRL_L]                [EEM_CTRL_L]
root           220     2 [EEM_CTRL_CCI]              [EEM_CTRL_CCI]
root           221     2 [EEM_CTRL_GPU]              [EEM_CTRL_GPU]
root           222     2 [Init_1_Stress]             [Init_1_Stress]
root           223     2 [hps_main]                  [hps_main]
root           224     2 [qos_recv]                  [qos_recv]
root           225     2 [exe_cq]                    [exe_cq]
root           226     2 [bioset]                    [bioset]
root           227     2 [kworker/5:2]               [kworker/5:2]
root           228     2 [mmcqd/0]                   [mmcqd/0]
root           229     2 [bioset]                    [bioset]
root           230     2 [mmcqd/0boot0]              [mmcqd/0boot0]
root           231     2 [bioset]                    [bioset]
root           232     2 [mmcqd/0boot1]              [mmcqd/0boot1]
root           233     2 [bioset]                    [bioset]
root           234     2 [mmcqd/0rpmb]               [mmcqd/0rpmb]
root           235     2 [ksched_hint]               [ksched_hint]
root           236     2 [accel_polling]             [accel_polling]
root           238     2 [entropy_thread]            [entropy_thread]
root           239     2 [mt_touch_boost_]           [mt_touch_boost_]
root           240     2 [dynamic_boost]             [dynamic_boost]
root           241     2 [kworker/4:1]               [kworker/4:1]
root           242     2 [mtk-tpd]                   [mtk-tpd]
root           243     2 [fts_wq]                    [fts_wq]
root           244     2 [mtk-tpd]                   [mtk-tpd]
root           245     2 [touch_resume]              [touch_resume]
root           246     2 [charger_thread]            [charger_thread]
root           247     2 [rise_rate_vs5]             [rise_rate_vs5]
root           248     2 [rise_rate_vs6]             [rise_rate_vs6]
root           249     2 [rise_rate_vs7]             [rise_rate_vs7]
root           250     2 [rise_rate_vs8]             [rise_rate_vs8]
root           251     2 [bioset]                    [bioset]
root           253     2 [kdmflush]                  [kdmflush]
root           254     2 [kworker/2:1H]              [kworker/2:1H]
root           256     2 [kworker/1:1H]              [kworker/1:1H]
root           257     2 [bioset]                    [bioset]
root           258     2 [kverityd]                  [kverityd]
root           259     2 [bioset]                    [bioset]
root           260     2 [bioset]                    [bioset]
root           261     2 [bioset]                    [bioset]
root           262     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           265     2 [kworker/0:1H]              [kworker/0:1H]
root           268     2 [kdmflush]                  [kdmflush]
root           269     2 [bioset]                    [bioset]
root           270     2 [kverityd]                  [kverityd]
root           271     2 [bioset]                    [bioset]
root           272     2 [bioset]                    [bioset]
root           273     2 [bioset]                    [bioset]
root           274     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           277     2 [kworker/3:1H]              [kworker/3:1H]
root           282     2 [kworker/3:1]               [kworker/3:1]
root           283     1 init                        init subcontext u:r:vendor_init:s0 9
root           284     1 init                        init subcontext u:r:vendor_init:s0 10
root           285     1 ueventd                     ueventd
root           301     2 [jbd2/mmcblk0p21]           [jbd2/mmcblk0p21]
root           302     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           306     2 [jbd2/mmcblk0p18]           [jbd2/mmcblk0p18]
root           307     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           311     2 [jbd2/mmcblk0p10]           [jbd2/mmcblk0p10]
root           312     2 [ext4-rsv-conver]           [ext4-rsv-conver]
logd           313     1 logd                        logd
system         314     1 servicemanager              servicemanager
system         315     1 hwservicemanager            hwservicemanager
system         316     1 vndservicemanager           vndservicemanager /dev/vndbinder
root           317     2 [f_mtp]                     [f_mtp]
system         318     1 android.hardware.keymaster@3.0-service android.hardware.keymaster@3.0-service
root           319     1 vold                        vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
root           325     2 [kauditd]                   [kauditd]
root           341     2 [jbd2/mmcblk0p3-]           [jbd2/mmcblk0p3-]
root           342     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           344     1 kisd                        kisd
root           351     1 netd                        netd
root           352     1 zygote64                    zygote64
root           353     1 zygote                      zygote
system         356     1 android.hidl.allocator@1.0-service android.hidl.allocator@1.0-service
bluetooth      358     1 android.hardware.bluetooth@1.0-service-mediatek android.hardware.bluetooth@1.0-service-mediatek
media          359     1 android.hardware.cas@1.0-service android.hardware.cas@1.0-service
system         361     1 android.hardware.configstore@1.1-service android.hardware.configstore@1.1-service
media          362     1 android.hardware.drm@1.0-service android.hardware.drm@1.0-service
media          363     1 android.hardware.drm@1.1-service.clearkey android.hardware.drm@1.1-service.clearkey
media          364     1 android.hardware.drm@1.1-service.widevine android.hardware.drm@1.1-service.widevine
system         365     1 android.hardware.gatekeeper@1.0-service android.hardware.gatekeeper@1.0-service
system         366     1 android.hardware.graphics.allocator@2.0-service android.hardware.graphics.allocator@2.0-service
system         367     1 android.hardware.graphics.composer@2.1-service android.hardware.graphics.composer@2.1-service
system         369     1 android.hardware.health@2.0-service android.hardware.health@2.0-service
system         370     1 android.hardware.light@2.0-service-mediatek android.hardware.light@2.0-service-mediatek
system         371     1 android.hardware.memtrack@1.0-service android.hardware.memtrack@1.0-service
system         372     1 android.hardware.thermal@1.0-service android.hardware.thermal@1.0-service
system         373     1 android.hardware.usb@1.1-service-mediatek android.hardware.usb@1.1-service-mediatek
wifi           374     1 android.hardware.wifi@1.0-service-mediatek android.hardware.wifi@1.0-service-mediatek
system         375     1 fireos.hardware.amazonhmod@1.0-service fireos.hardware.amazonhmod@1.0-service
system         376     1 fireos.hardware.amazonthermal@1.0-service fireos.hardware.amazonthermal@1.0-service
audioserver    377     1 fireos.hardware.audio@2.0-service fireos.hardware.audio@2.0-service
root           378   351 iptables-restore            iptables-restore --noflush -w -v
root           379   351 ip6tables-restore           ip6tables-restore --noflush -w -v
system         381     1 fireos.hardware.connectivity.networkpower@1.0-service fireos.hardware.connectivity.networkpower@1.0-service
keystore       383     1 fireos.hardware.fireosdha@2.0-service fireos.hardware.fireosdha@2.0-service
system         384     1 fireos.hardware.idme@1.1-service fireos.hardware.idme@1.1-service
media          385     1 vendor.dolby.hardware.dms@1.0-service vendor.dolby.hardware.dms@1.0-service
system         386     1 vendor.mediatek.hardware.keymanage@1.0-service vendor.mediatek.hardware.keymanage@1.0-service
system         387     1 vendor.mediatek.hardware.power@2.0-service vendor.mediatek.hardware.power@2.0-service
root           388     2 [kworker/4:1H]              [kworker/4:1H]
root           389     1 watchdogd                   watchdogd 20 10
audioserver    390     1 audioserver                 audioserver
root           393     1 lmkd                        lmkd
system         394     1 surfaceflinger              surfaceflinger
system         396     1 thermalserviced             thermalserviced
system         399     1 fuelgauged                  fuelgauged
system         419     1 wmt_launcher                wmt_launcher -p /vendor/firmware/
root           429     2 [kworker/6:1H]              [kworker/6:1H]
root           433     2 [kworker/7:1H]              [kworker/7:1H]
shell          434     1 adbd                        adbd --root_seclabel=u:r:su:s0
root           436     1 amazonfiled                 amazonfiled
cameraserver   437     1 cameraserver                cameraserver
drm            438     1 drmserver                   drmserver
incidentd      439     1 incidentd                   incidentd
root           440     1 installd                    installd
keystore       441     1 keystore                    keystore /data/misc/keystore
media          442     1 mediadrmserver              mediadrmserver
mediaex        444     1 media.extractor             media.extractor aextractor
media          446     1 media.metrics               media.metrics diametrics
media          447     1 mediaserver                 mediaserver
statsd         448     1 statsd                      statsd
root           449     1 storaged                    storaged
wifi           450     1 wificond                    wificond
mediacodec     458     1 media.codec                 media.codec hw/android.hardware.media.omx@1.0-service
system         460     1 android.hardware.sensors@1.0-service-mediatek android.hardware.sensors@1.0-service-mediatek
cameraserver   461     1 camerahalserver             camerahalserver
system         462     1 fuelgauged_nvram            fuelgauged_nvram
system         465     1 thermal                     thermal
root           467     2 [mtk_stp_psm]               [mtk_stp_psm]
root           468     2 [mtk_stp_btm]               [mtk_stp_btm]
system         469     1 thermalloadalgod            thermalloadalgod
root           471     2 [mtk_wmtd]                  [mtk_wmtd]
root           472     2 [mtk_wmtd_worker]           [mtk_wmtd_worker]
media          473     1 securetime                  securetime
system         474     1 vendor.mediatek.hardware.pq@2.2-service vendor.mediatek.hardware.pq@2.2-service
root           477     1 bcm_main                    bcm_main
system         479     1 gatekeeperd                 gatekeeperd /data/misc/gatekeeper
system         480     1 integrity_logger            integrity_logger
tombstoned     481     1 tombstoned                  tombstoned
system         484     1 charge_logger               charge_logger
system         490     1 rpmb_svc                    rpmb_svc
root           492     1 sh                          sh /vendor/bin/wifi_log_levels.sh
root           516     2 [kbase_event]               [kbase_event]
root           546     2 [kworker/5:1H]              [kworker/5:1H]
root           581     2 [loop0]                     [loop0]
root           584     2 [jbd2/loop0-8]              [jbd2/loop0-8]
root           585     2 [ext4-rsv-conver]           [ext4-rsv-conver]
root           614     2 [disp_queue_P0]             [disp_queue_P0]
root           630     2 [irq/22-11240000]           [irq/22-11240000]
system         637   352 system_server               system_server
root           895     2 [tx_thread]                 [tx_thread]
root           896     2 [hif_thread]                [hif_thread]
root           897     2 [rx_thread]                 [rx_thread]
wifi           898     1 wpa_supplicant              wpa_supplicant -g@android:wpa_wlan0 -O /data/vendor/wifi/wpa/sockets
u0_a181        916   353 com.google.android.inputmethod.latin com.google.android.inputmethod.latin
u0_a36         927   352 com.android.systemui        com.android.systemui
webview_zygote 949   353 webview_zygote              webview_zygote
system         961   352 com.here.odnp.service:remote com.here.odnp.service:remote
u0_a59        1085   352 android.ext.services        android.ext.services
u0_a43        1157   352 com.amazon.imp              com.amazon.imp
root          1389     2 [kbase_event]               [kbase_event]
root          1414     2 [kworker/1:2]               [kworker/1:2]
u0_a71        1432   352 com.amazon.device.messaging com.amazon.device.messaging
root          1467     1 perfmonitord                perfmonitord
u0_a98        1473   352 com.android.proxyhandler    com.android.proxyhandler
u0_a7         1497   352 com.amazon.client.metrics   com.amazon.client.metrics
u0_a7         1685  1497 logcat                      logcat -v time -b metrics -X
u0_a179       1722   352 com.google.android.gms.persistent com.google.android.gms.persistent
u0_a26        1769   352 com.amazon.kindle.unifiedSearch com.amazon.kindle.unifiedSearch
system        1783   352 com.amazon.device.services  com.amazon.device.services
u0_a35        1806   352 amazon.speech.sim           amazon.speech.sim
u0_a108       1858   352 com.dolby.daxservice        com.dolby.daxservice
u0_a135       1879   352 com.amazon.tcomm            com.amazon.tcomm
secure_element 1893  352 com.android.se              com.android.se
u0_a75        1911   352 com.android.launcher3       com.android.launcher3
u0_a120       1937   352 com.amazon.firelauncher     com.amazon.firelauncher
u0_a41        2120   352 com.amazon.platform         com.amazon.platform
u0_a85        2167   352 android.process.media       android.process.media
u0_a179       2295   352 com.google.process.gservices com.google.process.gservices
root          2838     2 [kbase_event]               [kbase_event]
u0_a33        2914   352 android.process.acore       android.process.acore
root          2959     2 [kworker/6:2]               [kworker/6:2]
u0_a132       2960   353 com.amazon.adep             com.amazon.adep
root          3054     2 [kbase_event]               [kbase_event]
u0_a9         3299   352 com.amazon.diode            com.amazon.diode
u0_a126       3619   352 com.amazon.whisperlink.core.android com.amazon.whisperlink.core.android
u0_a179       3847   352 com.google.process.gapps    com.google.process.gapps
u0_a179       3932   352 com.google.android.gms.unstable com.google.android.gms.unstable
u0_a182       4019   352 com.google.android.youtube  com.google.android.youtube
root          4087     2 [kbase_event]               [kbase_event]
system        4849   352 com.android.keychain        com.android.keychain
u0_a55        4963   353 com.amazon.comms.kids       com.amazon.comms.kids
u0_a70        5018   352 com.amazon.appverification  com.amazon.appverification
root          5093     2 [kbase_event]               [kbase_event]
shell         5195   434 sh                          sh -c CLASSPATH=/data/local/tmp/scrcpy-server.jar app_process / com.genymobile.scrcpy.Server 4.1 scid=2465a18f log_level=info
shell         5197  5195 app_process                 app_process / com.genymobile.scrcpy.Server 4.1 scid=2465a18f log_level=info
shell         5218  5197 app_process                 app_process / com.genymobile.scrcpy.CleanUp 0 -1 false false -1 -1
u0_a111       5590   352 com.amazon.securitysyncclient com.amazon.securitysyncclient
root          5673     2 [kworker/u16:0]             [kworker/u16:0]
u0_a58        5676   352 com.amazon.parentalcontrols com.amazon.parentalcontrols
u0_a179       5729   352 com.google.android.gms      com.google.android.gms
u0_a115       5775   352 com.amazon.kindle.rdmdeviceadmin com.amazon.kindle.rdmdeviceadmin
root          5927     2 [kworker/2:2]               [kworker/2:2]
root          5930     2 [kworker/0:2]               [kworker/0:2]
root          6133     2 [kworker/0:1]               [kworker/0:1]
root          6134     2 [kworker/3:0]               [kworker/3:0]
root          6144     2 [kworker/u17:2]             [kworker/u17:2]
root          6147     2 [kworker/u16:3]             [kworker/u16:3]
root          6148     2 [kworker/u16:5]             [kworker/u16:5]
u0_a175       6183   352 org.mozilla.firefox:crashhelper_disable_art_image_ org.mozilla.firefox:crashhelper_disable_art_image_
root          6219     2 [kworker/4:2]               [kworker/4:2]
root          6259     2 [kworker/u17:0]             [kworker/u17:0]
root          6261     2 [kworker/1:1]               [kworker/1:1]
root          6275     2 [kworker/2:1]               [kworker/2:1]
root          6279     2 [kworker/u16:2]             [kworker/u16:2]
root          6281     2 [kworker/5:0]               [kworker/5:0]
root          6303     2 [kworker/3:2]               [kworker/3:2]
root          6304     2 [kworker/0:0]               [kworker/0:0]
root          6328     2 [kworker/u17:1]             [kworker/u17:1]
root          6329     2 [kworker/2:0]               [kworker/2:0]
root          6344   492 sleep                       sleep 120
shell         6441   434 ps                          ps -A -o USER,PID,PPID,NAME,ARGS
