label	status	started_utc	finished_utc	command	output
device_get_state	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'get-state'	./device/baseline/BASELINE-20260803-03/get_state.txt
getprop_all	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop'	./device/baseline/BASELINE-20260803-03/device_properties.txt
getprop_ro_product_model	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.product.model'	./device/baseline/BASELINE-20260803-03/properties/ro_product_model.txt
getprop_ro_product_device	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.product.device'	./device/baseline/BASELINE-20260803-03/properties/ro_product_device.txt
getprop_ro_product_name	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.product.name'	./device/baseline/BASELINE-20260803-03/properties/ro_product_name.txt
getprop_ro_product_board	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.product.board'	./device/baseline/BASELINE-20260803-03/properties/ro_product_board.txt
getprop_ro_hardware	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.hardware'	./device/baseline/BASELINE-20260803-03/properties/ro_hardware.txt
getprop_ro_boot_hardware	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.boot.hardware'	./device/baseline/BASELINE-20260803-03/properties/ro_boot_hardware.txt
getprop_ro_build_version_release	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.version.release'	./device/baseline/BASELINE-20260803-03/properties/ro_build_version_release.txt
getprop_ro_build_version_sdk	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.version.sdk'	./device/baseline/BASELINE-20260803-03/properties/ro_build_version_sdk.txt
getprop_ro_build_version_incremental	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.version.incremental'	./device/baseline/BASELINE-20260803-03/properties/ro_build_version_incremental.txt
getprop_ro_build_version_security_patch	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.version.security_patch'	./device/baseline/BASELINE-20260803-03/properties/ro_build_version_security_patch.txt
getprop_ro_build_fingerprint	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.fingerprint'	./device/baseline/BASELINE-20260803-03/properties/ro_build_fingerprint.txt
getprop_ro_build_type	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.type'	./device/baseline/BASELINE-20260803-03/properties/ro_build_type.txt
getprop_ro_build_tags	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.tags'	./device/baseline/BASELINE-20260803-03/properties/ro_build_tags.txt
getprop_ro_debuggable	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.debuggable'	./device/baseline/BASELINE-20260803-03/properties/ro_debuggable.txt
getprop_ro_secure	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.secure'	./device/baseline/BASELINE-20260803-03/properties/ro_secure.txt
getprop_ro_adb_secure	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.adb.secure'	./device/baseline/BASELINE-20260803-03/properties/ro_adb_secure.txt
getprop_ro_boot_verifiedbootstate	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.boot.verifiedbootstate'	./device/baseline/BASELINE-20260803-03/properties/ro_boot_verifiedbootstate.txt
getprop_ro_boot_flash_locked	0	2026-08-03T02:46:11Z	2026-08-03T02:46:11Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.boot.flash.locked'	./device/baseline/BASELINE-20260803-03/properties/ro_boot_flash_locked.txt
getprop_ro_boot_vbmeta_device_state	0	2026-08-03T02:46:11Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.boot.vbmeta.device_state'	./device/baseline/BASELINE-20260803-03/properties/ro_boot_vbmeta_device_state.txt
getprop_ro_build_mktg_fireos	0	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.mktg.fireos'	./device/baseline/BASELINE-20260803-03/properties/ro_build_mktg_fireos.txt
getprop_ro_build_version_fireos	0	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'getprop' 'ro.build.version.fireos'	./device/baseline/BASELINE-20260803-03/properties/ro_build_version_fireos.txt
packages_all	0	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'packages' '-f'	./device/baseline/BASELINE-20260803-03/package_list.txt
packages_system	0	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'packages' '-s'	./device/baseline/BASELINE-20260803-03/system_packages.txt
packages_user	0	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'packages' '-3'	./device/baseline/BASELINE-20260803-03/user_packages.txt
packages_disabled	0	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'packages' '-d'	./device/baseline/BASELINE-20260803-03/disabled_packages.txt
packages_enabled	0	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'packages' '-e'	./device/baseline/BASELINE-20260803-03/enabled_packages.txt
packages_users	0	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'list' 'users'	./device/baseline/BASELINE-20260803-03/packages/user_list.txt
pm_help	255	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'help'	./device/baseline/BASELINE-20260803-03/pm_help.txt
cmd_package_help	255	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'cmd' 'package' 'help'	./device/baseline/BASELINE-20260803-03/cmd_package_help.txt
cmd_activity_help	255	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'cmd' 'activity' 'help'	./device/baseline/BASELINE-20260803-03/cmd_activity_help.txt
home_resolve_cmd	0	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'cmd' 'package' 'resolve-activity' '--brief' '-a' 'android.intent.action.MAIN' '-c' 'android.intent.category.HOME'	./adb/baseline/BASELINE-20260803-03/home_resolve_cmd.txt
home_query_cmd	0	2026-08-03T02:46:12Z	2026-08-03T02:46:12Z	adb -s 'G001LT0511550CFT' 'shell' 'cmd' 'package' 'query-activities' '-a' 'android.intent.action.MAIN' '-c' 'android.intent.category.HOME'	./adb/baseline/BASELINE-20260803-03/home_query_cmd.txt
preferred_activities	0	2026-08-03T02:46:12Z	2026-08-03T02:46:13Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'preferred-activities'	./adb/baseline/BASELINE-20260803-03/preferred_activities.txt
package_dump_full	0	2026-08-03T02:46:13Z	2026-08-03T02:46:13Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package'	./adb/baseline/BASELINE-20260803-03/dumpsys_package_full.txt
package_dump_com.amazon.firelauncher	0	2026-08-03T02:46:13Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'dumpsys' 'package' 'com.amazon.firelauncher'	./adb/baseline/BASELINE-20260803-03/package_com.amazon.firelauncher.txt
package_path_com.amazon.firelauncher	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'pm' 'path' 'com.amazon.firelauncher'	./adb/baseline/BASELINE-20260803-03/path_com.amazon.firelauncher.txt
service_list	0	2026-08-03T02:46:14Z	2026-08-03T02:46:14Z	adb -s 'G001LT0511550CFT' 'shell' 'service' 'list'	./device/baseline/BASELINE-20260803-03/service_list.txt
